OBJECTID;USE;HBLOCK;LENGTH;LOWADDR;HIGHADDR;comments;POINT_X;POINT_Y
1068.0;Residential;2100 KAMLOOPS ST;55.326028;2100.0;2100.0;No sidewalks both sides;496020.776408;5456997.66099
1069.0;Residential;2100 KAMLOOPS ST;55.326028;2100.0;2100.0;No sidewalks both sides;496020.643348;5456942.33512
1075.0;Residential;400 W 58TH AV;61.657199;400.0;400.0;No sidewalks both sides;491492.853769;5451678.05196
1077.0;Residential;7200 HUDSON ST;91.050736;7200.0;7200.0;No sidewalk both sides;490208.229181;5451923.68577
1079.0;Residential;7300 CARTIER ST;55.629386;7300.0;7300.0;No sidewalk both sides;489968.887629;5451846.26703
1080.0;Residential;7300 CARTIER ST;55.629386;7300.0;7300.0;No sidewalk both sides;489967.463018;5451790.65589
1083.0;Residential;6900 TISDALL ST;50.032671;6900.0;6900.0;No sidewalks both sides;491208.235173;5452215.54058
1085.0;Residential;6800-7000 SELKIRK ST;192.903564;6800.0;7000.0;No sidewalk both sides;490286.766658;5452364.24769
1087.0;Residential;6800-7000 SELKIRK ST;192.903564;6800.0;7000.0;No sidewalk both sides;490283.728368;5452234.2832
1089.0;Residential;6800-6900 CHURCHILL ST;263.859621;6800.0;6900.0;No sidewalks both sides;489675.040164;5452378.34191
1096.0;Collector;7500 ELLIOTT ST;98.991965;7500.0;7500.0;No sidewalk both sides;496064.573749;5451416.95497
1097.0;Collector;7500 ELLIOTT ST;98.991965;7500.0;7500.0;No sidewalk both sides;496052.58459;5451385.14753
1101.0;Residential;3900 KOOTENAY ST;49.174621;3900.0;3900.0;No sidewalk both sides;498089.059979;5455164.92779
1103.0;Residential;4300 PENTICTON ST;45.996638;4300.0;4300.0;No sidewalks both sides;496212.089462;5454743.23487
1104.0;Residential;5900 SOPHIA ST;49.92751;5900.0;5900.0;no sidewalk on both sides;492759.4821;5453155.612
1106.0;Residential;2700 E 50TH AV;54.857399;2700.0;2700.0;No sidewalk both sides;496277.231339;5452334.77268
1107.0;Residential;2700 E 50TH AV;54.857399;2700.0;2700.0;No sidewalk both sides;496332.058153;5452332.94112
1108.0;Residential;6800 MCKINNON ST;7.466982;6800.0;6800.0;No sidewalks both sides;497161.124038;5452097.6332
1109.0;Residential;6800 MCKINNON ST;7.466982;6800.0;6800.0;No sidewalks both sides;497160.878995;5452090.17024
1110.0;Residential;6200 COLUMBIA ST;50.288323;6200.0;6200.0;No sidewalks both sides;491931.899238;5452879.06858
1113.0;Residential;8900 OAK ST;93.674583;8900.0;8900.0;No sidewalks both sides;490499.767131;5450082.31489
1116.0;Residential;7000 DUMFRIES ST;47.028091;7000.0;7000.0;No sidewalk both sides;494557.272543;5451913.55581
1127.0;Residential;4800 PAYNE ST;50.364862;4800.0;4800.0;No sidewalks both sides;497966.404074;5454234.05999
1129.0;Residential;4900 RUBY ST;55.022563;4900.0;4900.0;No sidewalk both sides;498113.584711;5454147.27915
1133.0;Residential;2700 E 50TH AV;95.342896;2700.0;2700.0;No sidewalk both sides;496277.231339;5452334.77268
1137.0;Residential;6300 MCKINNON ST;40.078382;6300.0;6300.0;No sidewalks both sides;497180.203407;5452646.83686
1138.0;Residential;2900 WALL ST;46.355641;2900.0;2900.0;No sidewalk both sides only north west section-2012;496861.216196;5459756.19791
1145.0;Residential;8100 SOPHIA ST;53.614881;8100.0;8100.0;No sidewalks both sides;492694.05359;5450891.9703
1146.0;Residential;8100 SOPHIA ST;51.176729;8100.0;8100.0;No sidewalks both sides;492698.055447;5450996.68547
1150.0;Arterial;1900 E KENT AV NORTH;132.863444;1900.0;1900.0;No sidewalk both sides;495179.318648;5450527.05165
1151.0;Arterial;1900 E KENT AV NORTH;132.863444;1900.0;1900.0;No sidewalk both sides;495181.944783;5450525.91028
1157.0;Residential;2700 E 40TH AV;56.925199;2700.0;2700.0;No sidewalks both sides;496347.137387;5453455.81651
1158.0;Residential;3800 PRINCE ALBERT ST;50.260373;3800.0;3800.0;No sidewalk both sides;493618.005397;5455308.99538
1160.0;Residential;2300 KASLO ST;50.207555;2300.0;2300.0;No sidewalks both sides;496579.228997;5456739.9657
1173.0;Residential;4800 MCHARDY ST;54.556723;4800.0;4800.0;No sidewalks both sides;497628.407705;5454321.63029
1174.0;Residential;4500 MANOR ST;50.725421;4500.0;4500.0;No sidewalks both sides;497277.331745;5454590.63534
1175.0;Residential;4500 MANOR ST;50.725421;4500.0;4500.0;No sidewalks both sides;497250.430373;5454547.63086
1177.0;Residential;1500 E 43RD AV;50.235364;1500.0;1500.0;No sidewalk both sides;494638.354901;5453093.20989
1180.0;Residential;8000 COLUMBIA ST;39.822435;8000.0;8000.0;No sidewalks both sides;491785.060356;5451003.94616
1185.0;Residential;8100-8200 SHERBROOKE ST;177.830177;8100.0;8200.0;No sidewalks both sides;494020.002856;5450863.8606
1187.0;Residential;8100-8200 SHERBROOKE ST;177.830177;8100.0;8200.0;No sidewalks both sides;494018.370703;5450751.04223
1188.0;Residential;8400 BEATRICE ST;31.529945;8400.0;8400.0;No sidewalk both sides;495061.128058;5450667.593
1196.0;Residential;7000-7200 BEECHWOOD ST;195.729381;7000.0;7200.0;No sidewalks both sides;488615.08139;5452140.69779
1198.0;Residential;7000-7200 BEECHWOOD ST;195.729381;7000.0;7200.0;No sidewalks both sides;488611.847143;5452010.73802
1199.0;Residential;7000-7200 BEECHWOOD ST;195.729381;7000.0;7200.0;No sidewalks both sides;488610.23002;5451945.75814
1201.0;Residential;2100 W 54TH AV;70.750371;2100.0;2100.0;No sidewalks both sides;488615.08139;5452140.69779
1205.0;Residential;2800 KAMLOOPS ST;57.102382;2800.0;2800.0;No sidewalks both sides;496015.812562;5456157.93444
1216.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488377.858782;5451786.9562
1217.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488401.471455;5451726.40184
1219.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488442.581932;5451603.69096
1220.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488420.675119;5451543.86481
1221.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488382.623484;5451491.16686
1228.0;Residential;700 EARL FINNING WAY;190.828684;700.0;700.0;No sidewalk both sides;493521.010912;5457205.92554
1229.0;Residential;700 EARL FINNING WAY;190.828684;700.0;700.0;No sidewalk both sides;493584.922104;5457195.99555
1231.0;Residential;700 EARL FINNING WAY;190.828684;700.0;700.0;No sidewalk both sides;493706.72907;5457164.43733
1235.0;Residential;7500 YEW ST;73.469524;7500.0;7500.0;No sidewalk both sides;488395.523994;5451853.356
1238.0;Residential;1900-2000 W 62ND AV;196.035373;1900.0;2000.0;No sidewalks both sides;488919.785538;5451380.44061
1240.0;Residential;1900-2000 W 62ND AV;196.035373;1900.0;2000.0;No sidewalks both sides;488789.8069;5451382.79719
1241.0;Residential;1900-2000 W 62ND AV;196.035373;1900.0;2000.0;No sidewalks both sides;488788.771697;5451382.81596
1245.0;Residential;2000 W 28TH AV;103.692971;2000.0;2000.0;No sidewalk both sides;488986.914771;5454893.03811
1249.0;Residential;6400 MCKINNON ST;42.573008;6400.0;6400.0;No sidewalks both sides;497174.509898;5452481.92139
1253.0;Residential;6600 MCKINNON ST;38.388042;6600.0;6600.0;No sidewalks both sides;497167.516677;5452277.6697
1256.0;Residential;500 FELLOWES ST;131.712838;500.0;500.0;No sidewalk both sides;498104.969665;5459775.16212
1262.0;Secondary Arterial;700 N BOUNDARY ROAD;20.619085;700.0;700.0;No sidewalk both sides;498299.220187;5459901.99829
1267.0;Residential;1500-1600 GLEN DRIVE;117.44897;1500.0;1600.0;No sidewalk on both sides;494074.661421;5457565.13841
1269.0;Residential;1500-1600 GLEN DRIVE;117.44897;1500.0;1600.0;No sidewalk on both sides;494076.792286;5457447.70877
1271.0;Residential;2700 E 44TH AV;52.660281;2700.0;2700.0;No sidewalks both sides;496293.801752;5453057.77211
1273.0;Residential;4700-4800 PATON ST;48.642574;4700.0;4800.0;No sidewalks both sides;488263.507562;5454665.69448
1274.0;Residential;5100 MACDONALD ST;52.739587;5100.0;5100.0;No sidewalks both sides;487768.986191;5454195.00459
1275.0;Residential;5100 MACDONALD ST;52.739587;5100.0;5100.0;No sidewalks both sides;487768.115567;5454142.27219
1277.0;Residential;500 W 39TH AV;68.534718;500.0;500.0;No sidewalks both sides;491481.992435;5453634.16528
1285.0;Residential;4700-4800 PATON ST;135.095452;4700.0;4800.0;No sidewalks both sides;488414.427841;5454500.6405
1287.0;Collector;7400 BLENHEIM ST;58.271551;7400.0;7400.0;No sidewalk both sides;486960.507496;5451710.97493
1292.0;Residential;7300-7500 CARNARVON ST;280.980953;7300.0;7500.0;No sidewalk both sides;487386.734335;5451601.10429
1295.0;Residential;6700-6800 BALACLAVA ST;220.791576;6700.0;6800.0;No sidewalks both sides;487185.782591;5452464.04221
1297.0;Residential;6700-6800 BALACLAVA ST;220.791576;6700.0;6800.0;No sidewalks both sides;487183.116349;5452334.06956
1300.0;Residential;6300 BALACLAVA ST;64.813885;6300.0;6300.0;No sidewalks both sides;487194.116432;5452870.78838
1301.0;Residential;3000-3100 W 49TH AV;221.954507;3000.0;3100.0;No sidewalks both sides;487413.54694;5452746.20675
1304.0;Residential;3000-3100 W 49TH AV;221.954507;3000.0;3100.0;No sidewalks both sides;487218.583307;5452749.97261
1305.0;Residential;3000-3100 W 49TH AV;221.954507;3000.0;3100.0;No sidewalks both sides;487191.633827;5452750.49316
1307.0;Residential;4200-4300 KEVIN PLACE;202.472015;4200.0;4300.0;No sidewalks both sides;485354.643496;5455099.65254
1308.0;Residential;4200-4300 KEVIN PLACE;202.472015;4200.0;4300.0;No sidewalks both sides;485383.59312;5455046.30806
1316.0;Residential;4700 MACDONALD ST;52.751446;4700.0;4700.0;No sidewalks both sides;487780.824086;5454511.2901
1317.0;Secondary Arterial;500-600 E KENT AV SOUTH;213.069979;500.0;600.0;No sidewalk both sides;493146.259936;5450545.74747
1321.0;Secondary Arterial;500-600 E KENT AV SOUTH;213.069979;500.0;600.0;No sidewalk both sides;493357.640221;5450572.5279
1323.0;Residential;1500 E 19TH AV;60.221402;1500.0;1500.0;No sidewalk both sides;494752.130628;5455632.56546
1328.0;Residential;2900 WALL ST;71.689438;2900.0;2900.0;No sidewalk both sides only north west section-2012;496932.54645;5459662.28743
1330.0;Residential;1800 W 63RD AV;99.253863;1800.0;1800.0;No sidewalks both sides;489066.594705;5451273.07348
1333.0;Residential;1800 W 62ND AV;149.904362;1800.0;1800.0;No sidewalks both sides;489069.655908;5451377.27289
1336.0;Residential;4400 MAGNOLIA ST;55.379527;4400.0;4400.0;No sidewalks both sides;489077.382018;5454841.03142
1341.0;Residential;1400 E 39TH AV;50.275657;1400.0;1400.0;No sidewalks both sides;494397.287748;5453559.97582
1346.0;Residential;600 W 54TH AV;122.793359;600.0;600.0;No sidewalks both sides;491340.104309;5452118.18075
1347.0;Residential;600 W 54TH AV;122.793359;600.0;600.0;No sidewalks both sides;491275.123603;5452119.68381
1349.0;Residential;7300 PRINCE ALBERT ST;48.403651;7300.0;7300.0;No sidewalk both sides;493606.060687;5451719.08798
1352.0;Residential;1200 E 2ND AV;109.093902;1200.0;1200.0;No sidewalk both sides;494327.187192;5457336.4668
1355.0;Residential;500 W 54TH AV;65.466504;500.0;500.0;No sidewalk both sides;491439.809955;5452115.43773
1359.0;Residential;7100 CARTIER ST;50.259696;7100.0;7100.0;No sidewalk both sides;489976.210663;5452107.62366
1361.0;Residential;7100 HUDSON ST;75.248399;7100.0;7100.0;No sidewalk both sides;490149.011912;5452039.091
1362.0;Residential;7100 HUDSON ST;75.248399;7100.0;7100.0;No sidewalk both sides;490155.429653;5451975.074
1363.0;Residential;7100 HUDSON ST;75.248399;7100.0;7100.0;No sidewalk both sides;490159.974165;5451965.89447
1367.0;Residential;6800-6900 FREMLIN ST;263.76739;6800.0;6900.0;No sidewalk both sides;490761.660812;5452157.97171
1368.0;Residential;6800-6900 FREMLIN ST;263.76739;6800.0;6900.0;No sidewalk both sides;490760.137709;5452092.98956
1371.0;Residential;6700 MCKINNON ST;42.232604;6700.0;6700.0;No sidewalks both sides;497164.263716;5452189.66983
1372.0;Residential;6500 CARTIER ST;55.417373;6500.0;6500.0;No sidewalk both sides;489990.579631;5452623.4946
1374.0;Residential;6700 CARTIER ST;49.622356;6700.0;6700.0;No sidewalk both sides;489984.884281;5452420.9835
1376.0;Residential;1300 W 50TH AV;172.71132;1300.0;1300.0;No sidewalk both sides;490161.705397;5452564.0326
1378.0;Residential;1300 W 50TH AV;172.71132;1300.0;1300.0;No sidewalk both sides;490031.741426;5452567.09305
1381.0;Residential;1100 W 52ND AV;50.563064;1100.0;1100.0;No sidewalk on both sides;490438.403508;5452360.66676
1382.0;Residential;6700 OSLER ST;48.723227;6700.0;6700.0;No sidewalks both sides;490491.339386;5452457.8289
1393.0;Residential;1300 W 38TH AV;137.05393;1300.0;1300.0;No sidewalk both sides;490062.255083;5453813.52575
1395.0;Collector;7400 ELLIOTT ST;105.604253;7400.0;7400.0;No sidewalk both sides;496088.651153;5451596.67812
1398.0;Residential;2300 ROSEDALE DRIVE;168.663007;2300.0;2300.0;No sidewalks both sides;495709.169347;5450578.90256
1399.0;Residential;2300 ROSEDALE DRIVE;168.663007;2300.0;2300.0;No sidewalks both sides;495770.920044;5450559.04529
1400.0;Residential;2300 ROSEDALE DRIVE;168.663007;2300.0;2300.0;No sidewalks both sides;495834.821112;5450566.7012
1401.0;Residential;2300 ROSEDALE DRIVE;168.663007;2300.0;2300.0;No sidewalks both sides;495871.87864;5450577.72698
1402.0;Residential;800 W 43RD AV;49.694189;800.0;800.0;No sidewalk both sides;490825.309383;5453256.86685
1407.0;Residential;5300-5400 HEATHER ST;206.120897;5300.0;5400.0;No sidewalk both sides;491203.922449;5453660.30461
1408.0;Residential;5300-5400 HEATHER ST;206.120897;5300.0;5400.0;No sidewalk both sides;491203.659948;5453649.18682
1410.0;Residential;6600-6700 ASH ST;143.280712;6600.0;6700.0;No sidewalks both sides;491397.188262;5452389.55783
1411.0;Residential;6600-6700 ASH ST;143.280712;6600.0;6700.0;No sidewalks both sides;491395.408322;5452324.5822
1415.0;Residential;6000 LAUREL ST;55.14155;6000.0;6000.0;No sidewalks both sides;490903.795963;5453148.9668
1416.0;Residential;6000 LAUREL ST;55.14155;6000.0;6000.0;No sidewalks both sides;490919.524731;5453096.1673
1418.0;Residential;1200 W 76TH AV;144.815123;1200.0;1200.0;No sidewalks both sides;490273.691723;5449848.64067
1419.0;Residential;1200 W 76TH AV;144.815123;1200.0;1200.0;No sidewalks both sides;490208.711508;5449850.24431
1421.0;Residential;1200 W 76TH AV;43.793841;1200.0;1200.0;No sidewalks both sides;490193.900895;5449850.60982
1430.0;Secondary Arterial;0-100 E KENT AV NORTH;323.278565;0.0;100.0;No sidewalks both sides;492282.224755;5450466.92534
1434.0;Secondary Arterial;0-100 E KENT AV NORTH;323.278565;0.0;100.0;No sidewalks both sides;492538.432783;5450499.56371
1441.0;Residential;8400 MANITOBA ST;57.73171;8400.0;8400.0;No sidewalk both sides;491969.103373;5450460.43995
1445.0;Residential;0-100 E 69TH AV;212.805701;0.0;100.0;No sidewalks both sides;492475.997405;5450733.91948
1447.0;Residential;0-100 E 69TH AV;52.871518;0.0;100.0;No sidewalks both sides;492228.274237;5450742.49233
1459.0;Residential;5300-5400 MANSON ST;205.969403;5300.0;5400.0;No sidewalk both sides;491315.972365;5453719.18478
1460.0;Residential;5300-5400 MANSON ST;205.969403;5300.0;5400.0;No sidewalk both sides;491314.418612;5453654.20335
1462.0;Residential;1100 KAMLOOPS ST;46.135041;1100.0;1100.0;No sidewalks both sides;496024.375948;5457979.5556
1463.0;Residential;1100 KAMLOOPS ST;46.135041;1100.0;1100.0;No sidewalks both sides;496024.25307;5457933.42073
1465.0;Residential;3400 KAMLOOPS ST;46.577522;3400.0;3400.0;No sidewalks both sides;496031.286112;5455652.91975
1467.0;Residential;8500 WILTSHIRE ST;49.678605;8500.0;8500.0;No sidewalk both sides;489337.821268;5450712.96993
1468.0;Residential;8400-8500 EAST BOULEVARD;40.979183;8400.0;8500.0;No sidewalk both sides;489441.833006;5450827.64817
1469.0;Residential;8400-8500 EAST BOULEVARD;40.979183;8400.0;8500.0;No sidewalk both sides;489454.599879;5450788.70847
1478.0;Arterial;7700-8300 BOUNDARY ROAD;737.571294;7700.0;8300.0;No sidewalk both sides;498281.220269;5451335.45482
1479.0;Arterial;7700-8300 BOUNDARY ROAD;737.571294;7700.0;8300.0;No sidewalk both sides;498281.29468;5451270.45487
1480.0;Arterial;7700-8300 BOUNDARY ROAD;737.571294;7700.0;8300.0;No sidewalk both sides;498281.382756;5451205.45493
1482.0;Arterial;7700-8300 BOUNDARY ROAD;737.571294;7700.0;8300.0;No sidewalk both sides;498281.558908;5451075.45505
1483.0;Arterial;7700-8300 BOUNDARY ROAD;737.571294;7700.0;8300.0;No sidewalk both sides;498281.646984;5451010.45511
1489.0;Arterial;7700-8300 BOUNDARY ROAD;737.571294;7700.0;8300.0;No sidewalk both sides;498294.315651;5450620.71527
1490.0;Arterial;7700-8300 BOUNDARY ROAD;737.571294;7700.0;8300.0;No sidewalk both sides;498295.2507;5450598.16335
1491.0;Residential;8100-8200 BORDEN ST;169.195036;8100.0;8200.0;no sidewalks on both sides;494613.9753;5450920.40471
1492.0;Residential;8100-8200 BORDEN ST;169.195036;8100.0;8200.0;no sidewalks on both sides;494613.122104;5450855.41031
1495.0;Secondary Arterial;700 E KENT AV NORTH;142.085288;700.0;700.0;No sidewalk both sides;493358.279377;5450603.15007
1501.0;Residential;4400 PENTICTON ST;46.037598;4400.0;4400.0;No sidewalks both sides;496212.104664;5454697.21227
1502.0;Residential;4400 PENTICTON ST;46.037598;4400.0;4400.0;No sidewalks both sides;496212.104865;5454651.17467
1504.0;Residential;4600 BALDWIN ST;62.155057;4600.0;4600.0;No sidewalk both sides;495745.590268;5454483.15948
1505.0;Residential;7400 ALBERTA ST;48.854067;7400.0;7400.0;No sidewalks both sides;491750.354655;5451673.21577
1508.0;Residential;7500 ASH ST;53.555321;7500.0;7500.0;No sidewalks both sides;491257.193145;5451475.96891
1512.0;Residential;700 W 54TH AV;49.661685;700.0;700.0;No sidewalks both sides;490988.896784;5452083.87309
1513.0;Residential;6500 SOPHIA ST;52.91696;6500.0;6500.0;No sidewalks both sides;492750.751454;5452542.4514
1520.0;Residential;1100 VERNON DRIVE;100.274339;1100.0;1100.0;No sidewalk both sides;494278.78063;5457960.55468
1521.0;Residential;1100 VERNON DRIVE;100.274339;1100.0;1100.0;No sidewalk both sides;494278.342521;5457925.28306
1525.0;Residential;2300 E 12TH AV;60.527269;2300.0;2300.0;No sidewalks both sides;495820.707109;5456301.86713
1532.0;Residential;0-100 W 62ND AV;206.055328;0.0;100.0;No sidewalks both sides;492007.181076;5451278.51922
1533.0;Residential;0-100 W 62ND AV;206.055328;0.0;100.0;No sidewalks both sides;491996.126624;5451278.65835
1534.0;Residential;1700-1900 GLEN DRIVE;291.772476;1700.0;1900.0;No Sidewalk on both sides;494077.028376;5457435.52081
1543.0;Residential;2400 MCMULLEN AV;43.214145;2400.0;2400.0;No sidewalks both sides;488283.886649;5454915.67384
1549.0;Residential;3200 LILLOOET ST;45.117182;3200.0;3200.0;No sidewalks both sides;497158.56608;5455824.33917
1554.0;Residential;3500 W 49TH AV;241.28516;3500.0;3500.0;No sidewalks both sides;486605.963095;5452759.14828
1557.0;Residential;6100-6300 ALMA ST;228.79095;6100.0;6300.0;No sidewalks both sides;486390.75606;5453131.37651
1559.0;Residential;6100-6300 ALMA ST;228.79095;6100.0;6300.0;No sidewalks both sides;486388.774526;5453001.39161
1561.0;Residential;6100-6300 ALMA ST;228.79095;6100.0;6300.0;No sidewalks both sides;486387.268699;5452902.61214
1562.0;Residential;4700 BALACLAVA ST;52.892131;4700.0;4700.0;No sidewalks both sides;487209.448751;5454621.5229
1564.0;Residential;4500 MACDONALD ST;52.770057;4500.0;4500.0;No sidewalks both sides;487780.38468;5454828.10391
1565.0;Residential;4500 MACDONALD ST;52.770057;4500.0;4500.0;No sidewalks both sides;487779.434828;5454775.3424
1570.0;Residential;1700 E 21ST AV;55.594893;1700.0;1700.0;No sidewalk both sides;494893.350215;5455428.43356
1574.0;Residential;3600-3800 W 49TH AV;405.318153;3600.0;3800.0;No sidewalks both sides;486364.69855;5452762.30234
